student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk,score_improved,score_delta,attendance_category,score_category,is_senior_student,SSI,EI,PSI,RAI,WBI,ARI,WRI,SNI,DVI,pass_fail_encoded,risk_level_encoded,dropout_risk_encoded
STU_1624,Female,13-15,SS1,Boarding,No,Lower-Middle,Both Parents,OND/NCE,Moderate,Sometimes,Good,4,No,No Access,No,Moderate,7.9,45,Bus/Danfo,Low,Partial,3,No,High,5.8,Fair,High,Moderate,Good,Neutral,67.3,Very Low,2 Activities,Never,Sometimes,Auditory,45.7,50.2,50.7,59.8,51.6,29.2,49.4,55.4,65.9,50.0,Stable,<1hr,50-70%,Sometimes,Social Studies,Poor,No,0,Fair,49.0,8.0,Lack of textbooks and study materials,More teacher support outside class hours,Pass,Medium,Low,1,1.6,Fair (65-75%),Below Avg (50-59),1,46.88,27.5,57.75,27.5,46.42,29.14,60.83,48.48,31.68,1,2,1
STU_1625,Male,13-15,SS2,Boarding,Yes,Lower-Middle,Both Parents,Secondary,Moderate,Never,Fair,3,No,Fair,No,Unreliable,44.5,180,Boarding,Moderate,Partial,2,No,High,5.1,Poor,High,Very High,Poor,Dissatisfied,59.8,Low,3+ Activities,Never,Sometimes,Reading/Writing,43.7,61.7,69.0,64.3,59.7,31.6,76.3,69.2,68.8,61.5,Stable,3-4hrs,Above 90%,Always,Mathematics,Good,No,1,Fair,61.9,9.0,Too many assignments and heavy workload,Access to more textbooks and materials,Pass,High,Medium,0,-1.8,Low (50-65%),Average (60-69),1,63.85,37.5,36.0,26.88,35.25,32.82,68.86,53.94,40.55,1,3,2
STU_1626,Female,16-18,SS2,Day Student,No,Middle,Both Parents,OND/NCE,High,Sometimes,Poor,6,No,Good,Yes,Very Unreliable,1.4,8,Bus/Danfo,High,Outstanding,3,No,Low,8.7,Good,Moderate,Low,Good,Satisfied,69.2,Low,2 Activities,Weekly,Often,Reading/Writing,46.8,63.3,62.8,69.2,60.5,49.3,57.4,48.8,65.0,55.1,Improving,<1hr,50-70%,Rarely,Mathematics,Excellent,No,3,Poor,54.3,9.0,I find mathematics very difficult,More frequent parent-teacher engagement,Pass,Low,Medium,1,5.4,Fair (65-75%),Average (60-69),1,47.81,58.75,54.0,63.7,69.46,55.11,58.44,49.11,49.2,1,1,2
STU_1627,Male,13-15,SS2,Day Student,No,Middle,Both Parents,OND/NCE,Moderate,Often,Good,3,No,Good,No,Moderate,2.8,21,Motorcycle,Moderate,Paid,3,No,High,5.8,Fair,Moderate,Moderate,Good,Very Dissatisfied,76.5,High,3+ Activities,Rarely,Often,Mixed,57.0,63.2,56.1,63.5,60.0,51.2,61.9,51.7,61.3,56.5,Stable,1-2hrs,50-70%,Sometimes,Science,Fair,Yes,4,Fair,70.9,9.0,Poor health affecting concentration,Recognition and rewards for academic improvement,Pass,Low,Low,1,3.5,Good (75-85%),Average (60-69),1,56.12,61.25,64.0,55.72,48.42,41.87,72.9,46.42,27.38,1,1,1
STU_1628,Female,16-18,SS3,Day Student,No,Upper-Middle,Both Parents,OND/NCE,High,Often,Fair,1,No,Good,No,Moderate,0.5,5,Walking,Low,Paid,2,No,Very High,5.4,Good,High,High,Good,Neutral,68.8,Moderate,1 Activity,Weekly,Rarely,Visual,61.4,71.5,59.6,64.7,64.3,54.1,82.2,56.9,60.0,63.3,Stable,1-2hrs,71-90%,Always,Science,Poor,Yes,2,Excellent,62.1,7.0,Working part-time limits study time,Improved school library with digital resources,Pass,Low,Low,1,1.0,Fair (65-75%),Average (60-69),1,57.04,46.25,66.5,59.0,51.64,34.9,78.5,39.16,24.8,1,1,1
STU_1629,Male,10-12,JSS2,Day Student,No,Low,Orphan/Ward,BSc/HND,Moderate,Rarely,Excellent,2,No,Very Poor,No,Very Unreliable,0.5,6,Walking,Moderate,Outstanding,3,No,Moderate,7.4,Good,Low,Very High,Excellent,Very Satisfied,72.0,Moderate,1 Activity,Never,Sometimes,Auditory,38.0,57.5,59.5,60.3,53.8,37.3,60.9,56.1,52.7,51.8,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Fair,No,3,,0.0,0.0,Family responsibilities reduce study time,Reduction in homework load,Pass,Medium,Medium,1,2.0,Fair (65-75%),Below Avg (50-59),0,46.16,42.5,60.75,21.0,79.93,36.3,0.0,46.36,56.0,1,2,2
STU_1630,Male,13-15,JSS3,Day Student,No,Middle,Single Parent,Postgraduate,Moderate,Sometimes,Very Poor,2,Yes,Fair,Yes,Unreliable,13.3,72,Bus/Danfo,Low,Paid,3,No,Low,8.8,Good,Low,High,Good,Neutral,55.6,Low,No Activity,Rarely,Rarely,Reading/Writing,67.4,68.1,71.8,63.1,67.6,69.8,66.0,78.3,65.7,70.0,Stable,1-2hrs,71-90%,Always,Social Studies,Poor,No,2,,0.0,0.0,Lack of past question papers,More frequent parent-teacher engagement,Pass,Low,Low,0,-2.4,Low (50-65%),Average (60-69),0,54.89,23.75,45.0,59.93,81.68,31.59,0.0,34.32,24.6,1,1,1
STU_1631,Female,13-15,SS2,Day Student,No,Middle,Guardian/Relative,OND/NCE,High,Sometimes,Poor,2,No,Good,Yes,Reliable,7.6,46,Bus/Danfo,High,Partial,3,No,Moderate,5.6,Concerning,Very Low,Very High,Poor,Dissatisfied,66.5,Moderate,No Activity,Daily,Always,Visual,60.9,78.7,71.1,75.7,71.6,70.9,72.2,79.9,68.0,72.8,Stable,>4hrs,71-90%,Often,Mathematics,Good,Yes,0,Excellent,66.3,7.0,No quiet place to study at home,Flexible tuition payment plans,Pass,Low,Low,0,-1.2,Fair (65-75%),Good (70-79),1,75.02,62.5,54.0,80.35,55.9,26.06,80.39,42.17,51.38,1,1,1
STU_1632,Male,13-15,SS2,Day Student,No,Upper-Middle,Single Parent,OND/NCE,Low,Never,Excellent,4,No,Fair,No,Moderate,28.9,171,Bus/Danfo,Low,Paid,3,No,Very High,4.5,Good,Very High,Low,Good,Neutral,71.9,Moderate,No Activity,Weekly,Often,Kinesthetic,47.1,54.2,45.6,61.0,52.0,41.4,46.2,29.9,65.0,45.6,Improving,>4hrs,Below 50%,Sometimes,Science,Fair,No,0,Very Poor,55.4,8.0,Frequent power outages disrupt night reading,Reduction in homework load,Pass,High,Low,1,6.4,Fair (65-75%),Below Avg (50-59),1,53.51,53.75,42.75,43.41,37.71,48.5,49.71,48.1,28.02,1,3,1
STU_1633,Female,10-12,JSS2,Day Student,No,Low,Both Parents,Secondary,Moderate,Often,Poor,3,Yes,Good,No,Very Unreliable,5.4,39,Motorcycle,Moderate,Paid,2,No,Low,8.2,Good,Moderate,Very High,Fair,Satisfied,62.4,Very Low,2 Activities,Never,Often,Reading/Writing,54.3,45.0,66.8,47.2,53.3,57.4,35.9,66.0,58.1,54.4,Stable,1-2hrs,Above 90%,Often,English,Excellent,No,4,,0.0,0.0,Long distance to school is exhausting,Reduction in homework load,Pass,Medium,Low,0,-1.1,Low (50-65%),Below Avg (50-59),0,66.25,36.25,48.5,37.34,80.89,38.1,0.0,39.2,25.9,1,2,1
STU_1634,Female,13-15,JSS3,Boarding,No,Middle,Guardian/Relative,Postgraduate,Moderate,Always,Excellent,0,No,Poor,Yes,Unreliable,1.2,8,Walking,No Stress,Partial,2,No,High,6.3,Concerning,Moderate,Very Low,Excellent,Neutral,81.8,Very High,2 Activities,Rarely,Sometimes,Reading/Writing,39.5,57.4,51.8,57.7,51.6,32.3,64.2,52.6,60.0,52.3,Stable,<1hr,Below 50%,Often,Mathematics,Good,No,1,,0.0,0.0,Poor internet connection at home,Better equipped computer laboratory,Pass,Low,Low,0,-0.7,Good (75-85%),Below Avg (50-59),0,46.51,62.5,82.5,58.01,34.65,31.25,0.0,61.59,57.05,1,1,1
STU_1635,Female,10-12,JSS1,Boarding,No,Upper-Middle,Both Parents,BSc/HND,Moderate,Often,Excellent,4,No,Fair,Yes,Moderate,4.7,24,Motorcycle,High,Partial,2,No,Low,7.6,Good,High,Moderate,Good,Neutral,70.4,High,No Activity,Daily,Sometimes,Kinesthetic,66.7,56.6,62.0,71.0,64.1,63.2,62.1,51.6,74.7,62.9,Stable,3-4hrs,Above 90%,Always,Science,Good,No,1,,0.0,0.0,Transport challenges cause lateness,Improved school library with digital resources,Pass,Medium,Low,1,1.2,Fair (65-75%),Average (60-69),0,68.04,60.0,73.25,71.58,70.11,29.98,0.0,39.93,39.9,1,2,1
STU_1636,Male,10-12,JSS3,Day Student,No,Lower-Middle,Guardian/Relative,OND/NCE,Low,Often,Good,2,No,Good,No,Very Unreliable,1.8,15,Motorcycle,Very High,Partial,1,No,Very Low,6.6,Good,Very High,Low,Good,Satisfied,73.1,Moderate,3+ Activities,Never,Rarely,Auditory,56.2,56.5,36.5,34.5,45.9,57.5,60.1,45.3,38.1,50.2,Stable,>4hrs,50-70%,Rarely,Social Studies,Fair,Yes,3,,0.0,0.0,Frequent power outages disrupt night reading,Flexible tuition payment plans,Fail,High,Medium,0,-4.3,Fair (65-75%),Poor (40-49),0,55.67,43.75,55.25,41.06,67.21,33.86,0.0,55.63,51.73,0,3,2
STU_1637,Male,10-12,JSS2,Day Student,Yes,Upper-Middle,Both Parents,OND/NCE,High,Often,Fair,6,No,Good,Yes,Reliable,1.9,14,Bus/Danfo,Low,Paid,3,No,Moderate,6.8,Good,Low,Very High,Excellent,Neutral,79.9,Moderate,1 Activity,Never,Often,Auditory,57.6,66.2,44.0,57.0,56.2,56.6,58.5,46.6,54.1,54.0,Stable,>4hrs,Below 50%,Always,Science,Fair,Yes,3,,0.0,0.0,Financial pressure from school fees,Financial aid or scholarship support,Pass,Low,Low,1,2.2,Good (75-85%),Below Avg (50-59),0,51.64,43.75,66.5,84.78,78.64,38.37,0.0,30.68,17.03,1,1,1
STU_1638,Male,16-18,SS3,Day Student,No,Low,Both Parents,OND/NCE,High,Sometimes,Fair,5,No,No Access,No,Moderate,29.4,172,Boarding,High,Partial,1,No,High,4.5,Poor,Low,Moderate,Good,Neutral,65.4,Low,No Activity,Monthly,Always,Visual,33.5,48.7,51.2,50.8,46.0,23.9,46.7,57.2,53.0,45.2,Stable,1-2hrs,Below 50%,Often,Mathematics,Fair,No,1,Poor,55.2,8.0,Low confidence in science subjects,Counseling services for stress management,Fail,High,Medium,1,0.8,Fair (65-75%),Poor (40-49),1,44.45,47.5,60.25,17.74,32.96,29.83,56.62,64.59,46.15,0,3,2
STU_1639,Female,16-18,SS3,Day Student,No,Middle,Guardian/Relative,OND/NCE,High,Sometimes,Good,5,No,Fair,Yes,Unreliable,5.5,31,Private Car,High,Outstanding,2,No,High,5.4,Good,Low,Moderate,Excellent,Very Dissatisfied,87.5,High,No Activity,Never,Rarely,Reading/Writing,59.8,68.7,54.8,68.2,62.9,63.4,71.0,51.7,70.1,64.1,Stable,1-2hrs,71-90%,Often,Science,Excellent,Yes,0,Very Poor,49.0,9.0,Frequent power outages disrupt night reading,Counseling services for stress management,Pass,Low,Medium,0,-1.2,Excellent (85%+),Average (60-69),1,69.22,28.75,66.5,62.56,59.39,28.06,49.05,44.1,57.63,1,1,2
STU_1640,Female,13-15,JSS2,Boarding,No,Upper-Middle,Single Parent,Postgraduate,Moderate,Often,Good,4,No,Excellent,No,Reliable,9.2,53,Motorcycle,Low,Paid,3,No,Moderate,6.3,Poor,Very High,Low,Very Poor,Dissatisfied,71.8,High,No Activity,Rarely,Often,Reading/Writing,62.8,66.5,62.7,64.7,64.2,68.0,75.3,57.2,60.9,65.4,Stable,>4hrs,71-90%,Often,Science,Poor,Yes,2,,0.0,0.0,I find mathematics very difficult,More teacher support outside class hours,Pass,Low,Low,0,-1.2,Fair (65-75%),Average (60-69),0,73.75,48.75,70.0,68.31,24.57,32.06,0.0,39.35,23.05,1,1,1
STU_1641,Female,13-15,SS1,Day Student,No,Middle,Guardian/Relative,Postgraduate,Very High,Sometimes,Fair,1,No,No Access,No,Unreliable,21.6,135,Private Car,No Stress,Paid,2,No,Very High,5.4,Good,Moderate,Low,Poor,Dissatisfied,65.4,Moderate,No Activity,Monthly,Sometimes,Auditory,58.2,57.7,59.7,62.5,59.5,74.7,60.2,55.7,47.4,59.5,Stable,1-2hrs,Above 90%,Often,English,Poor,Yes,2,Fair,64.1,8.0,Peer pressure and social distractions,Consistent electricity supply for night reading,Pass,Medium,Low,0,0.0,Fair (65-75%),Average (60-69),1,69.17,40.0,75.0,19.12,38.64,34.52,67.62,59.6,54.65,1,2,1
STU_1642,Female,16-18,SS3,Boarding,No,Lower-Middle,Guardian/Relative,Secondary,High,Rarely,Excellent,3,No,No Access,Yes,Unreliable,0.9,6,Walking,Moderate,Outstanding,1,No,High,6.3,Good,High,High,Good,Neutral,77.8,Moderate,3+ Activities,Weekly,Often,Visual,47.3,55.5,53.6,59.5,54.0,48.9,56.4,52.8,53.2,52.8,Stable,1-2hrs,Below 50%,Often,Mathematics,Fair,No,4,Good,49.0,8.0,Low confidence in science subjects,Extra tutoring in mathematics and science,Pass,Medium,Low,1,1.2,Good (75-85%),Below Avg (50-59),1,50.35,68.75,63.5,43.61,59.82,40.98,67.83,46.92,53.05,1,2,1
STU_1643,Female,10-12,JSS3,Day Student,Yes,Low,Both Parents,OND/NCE,Moderate,Sometimes,Fair,1,No,Very Poor,Yes,Moderate,2.5,18,Bus/Danfo,High,Partial,2,No,Low,7.7,Concerning,Low,Very Low,Poor,Satisfied,66.9,Low,2 Activities,Daily,Often,Visual,36.7,39.3,47.8,45.5,42.3,37.9,32.8,44.8,39.8,38.8,Stable,<1hr,50-70%,Rarely,Mathematics,Fair,No,2,,0.0,0.0,Too many assignments and heavy workload,More teacher support outside class hours,Fail,High,Low,1,3.5,Fair (65-75%),Poor (40-49),0,40.86,63.75,51.5,52.82,44.65,35.87,0.0,59.06,40.78,0,3,1
STU_1644,Female,13-15,JSS2,Boarding,No,Upper-Middle,Both Parents,OND/NCE,Very High,Often,Excellent,2,No,Excellent,Yes,Moderate,3.7,19,Motorcycle,No Stress,Paid,3,No,High,4.1,Fair,Moderate,High,Good,Neutral,81.6,High,No Activity,Monthly,Sometimes,Visual,68.1,79.1,74.4,69.0,72.6,70.2,85.4,80.7,72.0,77.1,Stable,1-2hrs,50-70%,Often,Mathematics,Poor,No,2,,0.0,0.0,Working part-time limits study time,Consistent electricity supply for night reading,Pass,Low,Low,0,-4.5,Good (75-85%),Good (70-79),0,64.48,50.0,87.75,83.92,49.77,32.78,0.0,48.53,40.1,1,1,1
STU_1645,Male,13-15,JSS2,Day Student,No,Lower-Middle,Both Parents,OND/NCE,High,Never,Very Poor,3,Yes,Good,Yes,Unreliable,7.7,47,Motorcycle,High,Outstanding,2,No,Low,8.0,Good,Low,High,Good,Neutral,74.2,High,No Activity,Monthly,Often,Auditory,59.6,57.8,47.1,53.9,54.6,50.1,55.9,65.8,45.0,54.2,Stable,1-2hrs,71-90%,Sometimes,Science,Fair,Yes,0,,0.0,0.0,Financial burden of buying data for online research,More teacher support outside class hours,Pass,Medium,Medium,1,0.4,Fair (65-75%),Below Avg (50-59),0,60.33,56.25,35.25,65.32,79.96,26.67,0.0,44.39,47.95,1,2,2
STU_1646,Female,16-18,SS2,Boarding,No,Low,Single Parent,BSc/HND,High,Sometimes,Very Poor,0,No,Poor,No,Unreliable,1.1,13,Motorcycle,High,Outstanding,2,Yes,Very High,4.8,Fair,Moderate,High,Good,Neutral,86.3,High,1 Activity,Weekly,Sometimes,Reading/Writing,43.9,61.3,49.7,60.1,53.7,34.8,51.4,53.8,71.3,52.8,Stable,1-2hrs,50-70%,Sometimes,Mathematics,Fair,Yes,0,Fair,60.4,8.0,No quiet place to study at home,Consistent electricity supply for night reading,Pass,Medium,High,1,0.9,Excellent (85%+),Below Avg (50-59),1,56.37,60.0,50.75,33.05,45.02,28.87,65.96,56.96,60.62,1,2,3
STU_1647,Male,16-18,SS3,Day Student,No,Middle,Single Parent,BSc/HND,Low,Always,Fair,6,No,Fair,No,Unreliable,4.2,23,Bus/Danfo,Moderate,Partial,3,No,Very High,5.9,Good,Low,High,Excellent,Neutral,70.5,Low,3+ Activities,Never,Often,Auditory,65.0,65.1,74.6,70.3,68.8,64.4,58.9,61.0,80.1,66.1,Stable,3-4hrs,Above 90%,Rarely,Science,Good,No,1,Excellent,63.6,8.0,Working part-time limits study time,More frequent parent-teacher engagement,Pass,Medium,Low,1,2.7,Fair (65-75%),Average (60-69),1,72.37,46.25,58.25,43.0,59.21,32.56,81.4,41.07,44.37,1,2,1
STU_1648,Female,10-12,JSS1,Day Student,Yes,Lower-Middle,Both Parents,OND/NCE,Moderate,Often,Poor,5,No,Poor,Yes,Unreliable,4.7,28,Bus/Danfo,Moderate,Outstanding,2,No,Low,7.7,Fair,Moderate,Moderate,Good,Neutral,67.3,Moderate,1 Activity,Daily,Sometimes,Kinesthetic,43.3,60.9,47.5,46.2,49.5,27.2,65.7,48.6,52.5,48.5,Stable,3-4hrs,50-70%,Always,Mathematics,Fair,Yes,2,,0.0,0.0,Noisy home environment disrupts studying,Counseling services for stress management,Fail,Medium,Low,1,1.0,Fair (65-75%),Below Avg (50-59),0,48.82,57.5,51.5,54.33,64.99,34.9,0.0,45.89,42.68,0,2,1
STU_1649,Female,13-15,SS1,Day Student,No,Low,Single Parent,Secondary,Very High,Always,Good,2,No,Very Poor,No,Moderate,0.7,5,Walking,Low,Partial,2,No,High,5.9,Fair,High,Very Low,Excellent,Very Satisfied,64.6,Moderate,1 Activity,Never,Rarely,Reading/Writing,56.9,64.8,46.0,65.1,58.2,49.0,69.8,37.7,62.0,54.6,Stable,>4hrs,Below 50%,Rarely,Science,Good,No,2,Excellent,49.6,8.0,Poor health affecting concentration,Peer mentorship and study groups,Pass,Medium,Low,1,3.6,Low (50-65%),Below Avg (50-59),1,51.19,36.25,84.75,33.43,39.13,35.91,75.1,45.54,36.35,1,2,1
STU_1650,Female,13-15,SS2,Day Student,No,Lower-Middle,Single Parent,BSc/HND,High,Sometimes,Poor,3,No,Good,No,Moderate,9.6,53,Private Car,High,Outstanding,2,Yes,Moderate,7.3,Good,Very High,High,Good,Very Dissatisfied,70.7,Moderate,3+ Activities,Never,Rarely,Reading/Writing,74.2,80.2,63.6,81.2,74.8,70.7,61.4,60.7,68.7,65.4,Improving,<1hr,71-90%,Always,Mathematics,Poor,No,3,Fair,67.7,8.0,Family responsibilities reduce study time,Transport support for distant students,Pass,Low,Medium,1,9.4,Fair (65-75%),Good (70-79),1,57.19,36.25,57.0,50.92,66.21,56.66,69.24,48.47,59.52,1,1,2
STU_1651,Male,10-12,JSS1,Boarding,No,Low,Both Parents,OND/NCE,High,Never,Excellent,2,No,Very Poor,No,Unreliable,6.8,39,Motorcycle,Very High,Outstanding,2,No,Moderate,6.2,Poor,Low,High,Good,Satisfied,75.9,High,2 Activities,Monthly,Always,Visual,48.8,51.9,47.5,56.1,51.1,55.9,51.3,47.3,61.1,53.9,Stable,3-4hrs,50-70%,Often,Science,Fair,No,2,,0.0,0.0,Difficulty understanding some teachers,Online learning platform and e-library,Pass,Medium,High,0,-2.8,Good (75-85%),Below Avg (50-59),0,59.53,75.0,60.25,25.12,47.86,31.44,0.0,60.89,57.03,1,2,3
STU_1652,Male,10-12,JSS1,Boarding,No,Middle,Single Parent,OND/NCE,High,Often,Poor,4,No,Fair,Yes,Unreliable,21.3,122,Bus/Danfo,No Stress,Paid,2,No,High,6.5,Fair,High,Moderate,Good,Very Satisfied,72.7,High,3+ Activities,Rarely,Rarely,Reading/Writing,45.5,50.2,66.2,67.7,57.4,47.3,41.2,64.4,63.2,54.0,Stable,<1hr,Below 50%,Sometimes,Science,Fair,No,1,,0.0,0.0,Lack of past question papers,Consistent electricity supply for night reading,Pass,Low,Low,1,3.4,Fair (65-75%),Below Avg (50-59),0,43.6,58.75,60.25,57.22,47.92,32.84,0.0,61.48,46.32,1,1,1
STU_1653,Male,13-15,SS1,Boarding,No,Middle,Single Parent,OND/NCE,Very High,Rarely,Fair,3,No,Fair,No,Unreliable,28.9,180,School Bus,High,Outstanding,2,No,Moderate,5.8,Good,Very High,High,Excellent,Neutral,68.3,Very Low,No Activity,Rarely,Sometimes,Reading/Writing,71.6,78.3,81.3,71.4,75.6,61.0,81.1,74.1,76.1,73.1,Stable,>4hrs,Above 90%,Always,Social Studies,Fair,Yes,5,Good,77.3,8.0,I find mathematics very difficult,Financial aid or scholarship support,Pass,Low,Medium,1,2.5,Fair (65-75%),Good (70-79),1,75.54,22.5,62.75,34.66,65.5,42.49,80.56,44.68,55.92,1,1,2
STU_1654,Male,13-15,JSS3,Day Student,Yes,Middle,Guardian/Relative,OND/NCE,Moderate,Sometimes,Poor,2,No,Very Poor,No,Unreliable,14.8,84,Motorcycle,Moderate,Paid,2,No,Moderate,6.8,Good,Low,Moderate,Fair,Satisfied,58.5,Low,2 Activities,Rarely,Sometimes,Auditory,23.4,48.1,32.3,49.2,38.2,23.1,52.2,36.0,52.8,41.0,Stable,1-2hrs,50-70%,Always,Mathematics,Fair,No,1,,0.0,0.0,No quiet place to study at home,Flexible tuition payment plans,Fail,High,Low,0,-2.8,Low (50-65%),Failing (<40),0,38.66,42.5,45.25,27.42,63.64,30.44,0.0,53.4,37.38,0,3,1
STU_1655,Male,10-12,JSS1,Boarding,No,Upper-Middle,Both Parents,Postgraduate,High,Rarely,Fair,2,No,Fair,Yes,Very Unreliable,17.5,108,Bus/Danfo,Low,Paid,2,No,Low,6.6,Concerning,Moderate,Low,Good,Satisfied,70.6,Moderate,No Activity,Rarely,Never,Auditory,50.8,55.6,55.3,54.8,54.1,54.9,48.1,41.3,52.2,49.1,Stable,1-2hrs,71-90%,Often,Mathematics,Fair,Yes,1,,0.0,0.0,Financial burden of buying data for online research,Recognition and rewards for academic improvement,Pass,Low,Low,1,5.0,Fair (65-75%),Below Avg (50-59),0,61.92,27.5,60.0,54.76,50.3,31.46,0.0,39.23,16.85,1,1,1
STU_1656,Female,10-12,JSS2,Day Student,No,Upper-Middle,Both Parents,BSc/HND,Low,Rarely,Very Poor,2,No,Fair,Yes,Unreliable,12.8,77,Private Car,No Stress,Paid,3,No,High,4.5,Good,High,Moderate,Fair,Neutral,72.1,Moderate,1 Activity,Weekly,Often,Kinesthetic,61.0,70.8,66.2,63.2,65.3,66.0,70.9,68.9,55.9,65.4,Stable,3-4hrs,Above 90%,Always,Mathematics,Good,No,2,,0.0,0.0,Long distance to school is exhausting,Counseling services for stress management,Pass,Medium,Low,0,-0.1,Fair (65-75%),Average (60-69),0,68.88,58.75,27.0,62.6,48.46,34.48,0.0,56.38,42.48,1,2,1
STU_1657,Female,13-15,JSS3,Day Student,Yes,Middle,Both Parents,OND/NCE,High,Sometimes,Very Poor,5,No,Good,Yes,Unreliable,8.3,49,Bus/Danfo,Moderate,Partial,3,No,Low,8.1,Fair,Low,Low,Poor,Dissatisfied,66.1,High,1 Activity,Monthly,Often,Mixed,47.7,64.6,61.8,50.9,56.2,55.0,70.5,55.5,52.0,58.2,Stable,3-4hrs,Below 50%,Often,Mathematics,Excellent,No,1,,0.0,0.0,I find mathematics very difficult,More frequent parent-teacher engagement,Pass,Low,Low,0,-2.0,Fair (65-75%),Below Avg (50-59),0,52.2,58.75,47.75,67.61,57.85,30.74,0.0,45.31,33.98,1,1,1
STU_1658,Male,16-18,SS3,Day Student,No,Low,Both Parents,OND/NCE,High,Sometimes,Good,1,Yes,Very Poor,No,Moderate,7.3,51,Private Car,High,Partial,1,No,High,4.1,Poor,Very Low,Moderate,Excellent,Dissatisfied,64.1,Very Low,2 Activities,Never,Always,Reading/Writing,52.6,51.9,49.9,56.2,52.6,61.0,59.1,51.9,46.8,54.7,Stable,1-2hrs,Above 90%,Often,Science,Good,Yes,1,Fair,58.0,7.0,No quiet place to study at home,Transport support for distant students,Pass,High,Medium,0,-2.1,Low (50-65%),Below Avg (50-59),1,66.43,37.5,66.5,31.2,36.61,30.7,62.66,54.71,46.48,1,3,2
STU_1659,Male,13-15,JSS2,Day Student,No,Middle,Orphan/Ward,BSc/HND,Very Low,Sometimes,Poor,1,No,Poor,No,Moderate,4.1,13,Walking,Moderate,Outstanding,3,No,Moderate,5.7,Fair,Low,Low,Poor,Very Dissatisfied,73.7,Moderate,No Activity,Never,Always,Mixed,46.2,49.7,44.8,44.5,46.3,50.2,43.8,35.4,46.2,43.9,Stable,>4hrs,71-90%,Often,Social Studies,Good,No,2,,0.0,0.0,Financial pressure from school fees,More teacher support outside class hours,Fail,Medium,Medium,1,2.4,Fair (65-75%),Poor (40-49),0,67.96,40.0,30.75,43.28,46.45,33.45,0.0,48.3,55.58,0,2,2
STU_1660,Male,16-18,SS3,Day Student,No,Lower-Middle,Both Parents,OND/NCE,High,Often,Poor,4,No,Fair,No,Unreliable,3.5,20,Motorcycle,No Stress,Paid,2,No,Very High,4.7,Fair,Moderate,Low,Good,Satisfied,69.4,Very High,2 Activities,Monthly,Never,Kinesthetic,36.6,63.7,59.0,58.0,54.3,40.0,71.3,60.6,60.8,58.2,Stable,>4hrs,50-70%,Often,Science,Fair,No,0,Fair,48.1,8.0,No quiet place to study at home,Extra tutoring in mathematics and science,Pass,Medium,Low,0,-3.9,Fair (65-75%),Below Avg (50-59),1,63.02,57.5,60.25,40.74,34.81,27.01,60.42,61.07,45.65,1,2,1
STU_1661,Female,10-12,JSS1,Day Student,No,Middle,Single Parent,Secondary,Moderate,Rarely,Good,5,No,Excellent,Yes,Very Reliable,3.4,14,Motorcycle,Low,Paid,3,No,Low,7.9,Good,Low,Very High,Good,Satisfied,67.2,Very Low,2 Activities,Weekly,Sometimes,Visual,53.4,54.3,54.2,46.0,52.0,55.0,56.1,63.8,42.0,54.2,Stable,<1hr,50-70%,Rarely,Mathematics,Fair,No,0,,0.0,0.0,Poor health affecting concentration,Access to more textbooks and materials,Pass,Low,Low,0,-2.2,Fair (65-75%),Below Avg (50-59),0,44.33,45.0,48.5,94.02,84.75,25.67,0.0,31.94,21.7,1,1,1
STU_1662,Male,10-12,JSS3,Day Student,No,Middle,Both Parents,BSc/HND,Low,Rarely,Very Poor,4,No,Poor,No,Reliable,14.9,79,Private Car,High,Outstanding,3,No,Very Low,6.5,Fair,Low,Low,Excellent,Satisfied,59.8,Low,2 Activities,Monthly,Sometimes,Reading/Writing,47.6,45.0,35.9,49.7,44.6,53.5,41.5,31.7,40.7,41.8,Stable,1-2hrs,Below 50%,Sometimes,Science,Excellent,No,2,,0.0,0.0,No quiet place to study at home,Counseling services for stress management,Fail,High,High,1,2.8,Low (50-65%),Poor (40-49),0,39.89,47.5,27.0,45.89,68.17,33.6,0.0,56.82,49.05,0,3,3
